Product Name,Actual Category,Top 5 Categories
"adidas Hoops Mid Shoes, Textile Upper, White",Fashion/Men/Shoes/Fashion & Athletic Trainers/Fashion Trainers,"['Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Handball Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Futsal Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Tennis Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/American Handball Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/American Football Shoes']"
adidas Unisex Kids Ent22 Tk Jkty Track top,Fashion/Boys/Clothing/Activewear/Track Jackets,"['Fashion/Boys/Clothing/Activewear/Sets/Tracksuits', 'Fashion/Girls/Clothing/Activewear/Sets/Tracksuits', 'Fashion/Boys/Clothing/Activewear/Sets/Workout Top & Bottom Sets', 'Fashion/Boys/Clothing/Activewear/Track Jackets', 'Fashion/Boys/Clothing/Outfits & Clothing Sets/Trouser & Top Sets']"
adidas Unisex Kid's Adilette Shower Slides,Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Beach Flip Flops & Pool Slides,"['Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Beach Flip Flops & Pool Slides', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Beach Flip Flops & Pool Slides', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Sports & Outdoor Sandals', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Sports & Outdoor Sandals', 'Fashion/Boys/Shoes/Slippers']"
LACOFIA Boys Short Sleeve Rash Vest Kids Sun Protection Swimwear Children Rash Guard Quick Drying,Fashion/Boys/Clothing/Swimwear/Rash Guards,"['Fashion/Boys/Clothing/Swimwear/Rash Guards', 'Fashion/Boys/Clothing/Swimwear/Briefs', 'Fashion/Boys/Clothing/Tops, T-Shirts & Shirts/Vests', 'Fashion/Boys/Clothing/Activewear/Gilets', 'Fashion/Boys/Clothing/Activewear/Shorts']"
adidas Unisex Kids Essentials 3-stripes Tiberio Tracksuit Tracksuit,Fashion/Boys/Clothing/Activewear/Sets/Tracksuits,"['Fashion/Boys/Clothing/Activewear/Sets/Tracksuits', 'Fashion/Girls/Clothing/Activewear/Sets/Tracksuits', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Hoodies & Tracksuits/Tracksuits', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Hoodies & Tracksuits/Tracksuits', 'Fashion/Baby/Clothing/Unisex']"
De Walden Grandson Christening St Christopher Pewter Feature Pocket Watch Gift,Fashion/Boys/Watches/Pocket & Fob Watches,"['Fashion/Boys/Watches/Pocket & Fob Watches', 'Fashion/Men/Watches/Pocket & Fob Watches', 'Fashion/Shoe, Jewellery & Watch Accessories/Watch Accessories/Pocket Watch Chains', 'Fashion/Men/Watches/Wrist Watches', 'Fashion/Men/Jewellery/Jewellery Sets']"
YHLLZY Boys Football Boots Kids Football Shoes Astro Turf Trainers Girls Soccer Athletics Training Shoes Teenager Outdoor Sport Shoes Sneakers for Unisex Kids,Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Football Boots,"['Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Football Boots', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Football Boots', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Football Boots', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Trekking & Hiking Footwear/Trekking & Hiking Boots', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Trekking & Hiking Footwear/Trekking & Hiking Shoes']"
"adidas Men's HVC Shoes-Mid (Non-Football), Medium",Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Wrestling Shoes,"['Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Indoor Court Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Volleyball Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Badminton Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Basketball Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Tennis Shoes']"
Ex UK Store Baby 7 Pack Long Sleeve Bodysuits Boys Girls Cotton 0 to 36 Months,Fashion/Baby/Clothing/Baby Girls 0-24m/Bodysuits & One-Pieces/Bodysuits,"['Fashion/Baby/Clothing/Baby Boys 0-24m/Bodysuits & One-Pieces/Bodysuits', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Bodysuits & One-Pieces/Bodysuits', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Tops/Long Sleeves', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Tops/Long Sleeves', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Bodysuits & One-Pieces/Footies']"
TOSKATOK® Childrens Kids Boys Girls Warm Winter Reversible Soft Fleece Snood Neckwarmer Scarf,Fashion/Boys/Accessories/Scarves,"['Fashion/Girls/Accessories/Kidney Warmers', 'Fashion/Boys/Accessories/Cold Weather Sets', 'Fashion/Boys/Accessories/Neckerchiefs', 'Fashion/Girls/Accessories/Neckerchiefs', 'Fashion/Girls/Accessories/Cold Weather Sets']"
3G Unisex-Adult Bowling Shoes,Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Bowling Shoes,"['Fashion/Women/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Bowling Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Bowling Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Bowling Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Bowling Shoes', 'Fashion/Men/Shoes/Boots']"
"Mountain Warehouse Honey Kids Snow Pants - Snowproof Childrens Trousers, Water Resistant Rain Pants with Zipped Pockets - for Sports, Skiing Holidays, Snowboarding",Fashion/Boys/Clothing/Snow & Rainwear/Snow Trousers & Bibs,"['Fashion/Boys/Clothing/Snow & Rainwear/Snow Trousers & Bibs', 'Fashion/Boys/Clothing/Snow & Rainwear/Rain Trousers', 'Fashion/Girls/Clothing/Snow & Rainwear/Snow Trousers & Bibs', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes', 'Fashion/Boys/Clothing/Activewear/Trousers/Track Bottoms']"
MORI Baby Boys and Girls Ribbed Short Sleeve T-Shirt Organic Cotton Unisex Toddler Tee Top with Shoulder Popper Placket and Crew Neck,Fashion/Baby/Clothing/Baby Girls 0-24m/Tops/T-Shirts,"['Fashion/Boys/Clothing/Activewear/Shirts & Tees/T-Shirts', 'Fashion/Girls/Clothing/Activewear/Shirts & Tees/T-Shirts', 'Fashion/Boys/Clothing/Tops, T-Shirts & Shirts/T-Shirts', 'Fashion/Boys/Clothing/Outfits & Clothing Sets/Short & Top Sets', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Tops/T-Shirts']"
"Kids Boys Girls High Top Boxing Shoes Wrestling Training Wrestling Shoes Long Gym Boots Competition Training House (White, 10 Little Child)",Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Martial Arts Shoes,"['Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Wrestling Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Wrestling Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Boxing Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Boxing Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Martial Arts Shoes']"
DEK Boat shoes Boys,Fashion/Boys/Shoes/Boat Shoes,"['Fashion/Boys/Shoes/Boat Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Boating Shoes', 'Fashion/Boys/Shoes/Sandals', 'Fashion/Boys/Shoes/Lace-ups', 'Fashion/Boys/Shoes/Loafer Flats']"
**Back to School** 6 Pack of Boys 100% Cotton Warm Vests / Available in Ages 1 up to 13 years,Fashion/Boys/Clothing/Underwear/Vests,"['Fashion/Boys/Clothing/Tops, T-Shirts & Shirts/Vests', 'Fashion/Boys/Clothing/Underwear/Vests', ""Fashion/Novelty & Special Use Clothing/Work Wear & Uniforms/School Uniforms/Boys'/Sets"", ""Fashion/Novelty & Special Use Clothing/Work Wear & Uniforms/School Uniforms/Boys'/Tops"", 'Fashion/Boys/Clothing/Outfits & Clothing Sets/Short & Top Sets']"
Trespass Unisex Kid's Dodo Snow Boots,Fashion/Boys/Shoes/Boots,"['Fashion/Girls/Shoes/Boots', 'Fashion/Boys/Shoes/Boots', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Hunting Boots', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Trekking & Hiking Footwear/Trekking & Hiking Boots', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Horse Riding Boots']"
"XM-Amigo Kids Base Layer 3 Thermal Set - Top & Bottoms,Baby Girls/Girls Thermal Underwear Heating Long Underwear and Long Johns,Long Underwear Pants Thermal pajamas",Fashion/Baby/Clothing/Baby Girls 0-24m/Underwear/Sets,"['Fashion/Girls/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Sets', 'Fashion/Girls/Clothing/Underwear/Thermal/Thermal Sets', 'Fashion/Girls/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Bottoms', 'Fashion/Girls/Clothing/Underwear/Thermal/Thermal Bottoms', 'Fashion/Girls/Clothing/Underwear/Thermal/Thermal Tops']"
Crocs Unisex Kid's Crocband Sandal,Fashion/Boys/Shoes/Sandals,"['Fashion/Girls/Shoes/Sandals', 'Fashion/Boys/Shoes/Sandals', 'Fashion/Girls/Shoes/Clogs & Mules', 'Fashion/Boys/Shoes/Clogs & Mules', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Sports & Outdoor Sandals']"
Back to School 6 Pack of Boys 100% Cotton Warm Vests/Available in Ages 2 up to 13 Years,"Fashion/Boys/Clothing/Tops, T-Shirts & Shirts/Vests","['Fashion/Boys/Clothing/Tops, T-Shirts & Shirts/Vests', 'Fashion/Boys/Clothing/Underwear/Vests', 'Fashion/Boys/Clothing/Underwear/Thermal/Thermal Sets', 'Fashion/Boys/Clothing/Underwear/Sets', 'Fashion/Boys/Accessories/Cold Weather Sets']"
"SS7 Boys Showerproof Parka Coat, Ages 7 to 13","Fashion/Boys/Clothing/Coats, Jackets & Gilets/Coats","['Fashion/Boys/Clothing/Snow & Rainwear/Raincoats', 'Fashion/Boys/Clothing/Coats, Jackets & Gilets/Raincoats', 'Fashion/Boys/Clothing/Coats, Jackets & Gilets/Coats', 'Fashion/Boys/Clothing/Coats, Jackets & Gilets/Jackets', 'Fashion/Boys/Clothing/Activewear/Track Jackets']"
Fruit of the Loom Kids’ Short Sleeved Polo Shirt,"Fashion/Boys/Clothing/Tops, T-Shirts & Shirts/Polos","['Fashion/Boys/Clothing/Tops, T-Shirts & Shirts/Polos', 'Fashion/Boys/Clothing/Activewear/Shirts & Tees/Polos', 'Fashion/Boys/Clothing/Activewear/Underwear/Shirts', 'Fashion/Boys/Clothing/Tops, T-Shirts & Shirts/T-Shirts', 'Fashion/Boys/Clothing/Knitwear']"
ITRAT® 3 Pairs Children’s Plan School Socks Boys & Girls Cotton Rich Breathable Cotton Socks for Kids Back to School Casual Sports Socks Mid-Calf Ages 2 to 16 Years,Fashion/Boys/Clothing/Socks & Hosiery/Socks/Calf Socks,"['Fashion/Boys/Clothing/Activewear/Athletic Socks', 'Fashion/Girls/Clothing/Socks, Tights & Leggings/Socks', 'Fashion/Boys/Clothing/Socks & Hosiery/Socks/Athletic Socks', 'Fashion/Girls/Clothing/Activewear/Athletic Socks', 'Fashion/Boys/Clothing/Socks & Hosiery/Socks/Calf Socks']"
Baby Boys & Girls Unisex Dressing Gown (Ages 6-24 Months) Soft Plush Flannel Fleece Hooded Bath Robe,Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Robes,"['Fashion/Baby/Clothing/Unisex', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Swaddles', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Robes', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Sleepwear & Robes/Robes', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Sleepwear & Robes/Pyjama Sets']"
Beck Unisex Kid's Basic 025 Gymnastics Shoes,Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Gymnastics Shoes,"['Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Gymnastics Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Gymnastics Shoes', 'Fashion/Women/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Gymnastics Shoes', 'Fashion/Baby/Clothing/Unisex', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Cheerleading Shoes']"
AIEOE Boys Girls Gilets Puffer Vest Waistcoat Jackets Kids Winter Down Vest Coat Sleeveless Warm Windproof Hoodie Outwear Outfits,"Fashion/Boys/Clothing/Coats, Jackets & Gilets/Gilets","['Fashion/Boys/Clothing/Coats, Jackets & Gilets/Coats', 'Fashion/Boys/Clothing/Coats, Jackets & Gilets/Jackets', 'Fashion/Boys/Clothing/Coats, Jackets & Gilets/Gilets', 'Fashion/Girls/Clothing/Coats, Jackets & Gilets/Coats', 'Fashion/Girls/Clothing/Coats, Jackets & Gilets/Raincoats']"
Simple Joys by Carter's Baby Girls Toddler Tank Top (Pack of 4),Fashion/Baby/Clothing/Baby Girls 0-24m/Tops/Vests,"['Fashion/Baby/Clothing/Baby Girls 0-24m/Tops/T-Shirts', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Tops/Vests', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Outfits & Clothing Sets/Short & Top Sets', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Outfits & Clothing Sets/Skirt & Top Sets', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Leggings']"
Under Armour Girl's G Hg Shorty Shorts,Fashion/Girls/Clothing/Activewear/Base Layers & Compression/Shorts,"['Fashion/Girls/Clothing/Shorts', 'Fashion/Girls/Clothing/Activewear/Shorts', 'Fashion/Girls/Clothing/Activewear/Base Layers & Compression/Shorts', 'Fashion/Girls/Clothing/Activewear/Skirts & Skorts/Skorts', 'Fashion/Girls/Clothing/Outfits & Clothing Sets/Short & Top Sets']"
netiao Girls' Soft Cotton Tops 3-Pack…,"Fashion/Girls/Clothing/Tops, T-Shirts & Blouses/Vests","['Fashion/Girls/Clothing/Tops, T-Shirts & Blouses/T-Shirts', 'Fashion/Girls/Clothing/Tops, T-Shirts & Blouses/Long Sleeve Tops', 'Fashion/Girls/Clothing/Tops, T-Shirts & Blouses/Blouses', 'Fashion/Girls/Clothing/Tops, T-Shirts & Blouses/Vests', 'Fashion/Girls/Clothing/Tops, T-Shirts & Blouses/Polos']"
FRUIT OF THE LOOM Kids Classic Set-in Sweatshirt Jumper SS201,Fashion/Boys/Clothing/Hoodies & Sweatshirts/Sweatshirts,"['Fashion/Boys/Clothing/Knitwear', 'Fashion/Boys/Clothing/Tops, T-Shirts & Shirts/Vests', 'Fashion/Boys/Clothing/Activewear/Sets/Sweatsuits', 'Fashion/Boys/Clothing/Hoodies & Sweatshirts/Sweatshirts', 'Fashion/Boys/Clothing/Trousers']"
Toddler Baby Hooded Outerwear Jacket Boys Girls Thicken Warm Winter Coat 2-7 Years,"Fashion/Baby/Clothing/Baby Girls 0-24m/Coats, Jackets & Gilets/Coats & Jackets","['Fashion/Boys/Clothing/Coats, Jackets & Gilets/Coats', 'Fashion/Boys/Clothing/Coats, Jackets & Gilets/Jackets', 'Fashion/Girls/Clothing/Coats, Jackets & Gilets/Coats', 'Fashion/Girls/Clothing/Coats, Jackets & Gilets/Jackets', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Outfits & Clothing Sets/Short & Top Sets']"
The Rolling Stones Tour 78 Eco Tote Bag One Size,Fashion/Novelty & Special Use Clothing/Band T-Shirts & Music Fan Apparel/Accessories,"['Fashion/Women/Handbags & Shoulder Bags/Totes', 'Fashion/Luggage & Travel Gear/School Bags, Pencil Cases & Sets/Lesson Tote Bags', 'Fashion/Luggage & Travel Gear/Suitcases & Travel Bags/Travel Totes', ""Fashion/Luggage & Travel Gear/Handbags & Shoulder Bags/Women's Handbags/Totes"", 'Fashion/Luggage & Travel Gear/Shopping Bags & Baskets/Reusable Produce Bags']"
sportvibe Water Shoes Beach Shoes Lightweight Barefoot Aqua Shoes Quick Dry Breathable Swim Shoes for Women Men Surfing Running Driving Pool Yoga,Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes,"['Fashion/Women/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes', 'Fashion/Women/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes']"
hummel Unisex's Root Elite Handball Shoe,Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Handball Shoes,"['Fashion/Women/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Handball Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Handball Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Handball Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Handball Shoes', 'Fashion/Women/Shoes/Flat Shoes/Boat & Deck Shoes']"
adidas Unisex's Aq3325 Wrestling Shoes,Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Wrestling Shoes,"['Fashion/Women/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Wrestling Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Wrestling Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Wrestling Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Wrestling Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Martial Arts Shoes']"
"Havaianas Brasil Logo, Flip Flop Unisex Adults",Fashion/Men/Shoes/Flip Flops & Thongs,"['Fashion/Women/Shoes/Sandals & Slides/Flip Flops', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Beach Flip Flops & Pool Slides', 'Fashion/Boys/Shoes/Flip Flops & Thongs', 'Fashion/Women/Shoes/Sandals & Slides/Beach Flip Flops & Pool Slides', 'Fashion/Men/Shoes/Flip Flops & Thongs']"
adidas Men's Runfalcon 5 Wide Running Shoes,Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Road Running Shoes,"['Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Road Running Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Trail Running Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Triathlon Shoes/Running Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Track & Field Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Cross Trainers']"
DC Shoes Men's Pure Skateboarding Shoe Leather,Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Technical Skateboarding Shoes,"['Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Technical Skateboarding Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Boating Shoes', 'Fashion/Men/Shoes/Lace-ups', 'Fashion/Men/Shoes/Boat & Deck Shoes', 'Fashion/Men/Shoes/Boots']"
Lakeland Active Men's Rydal Neoprene Insulated Rubber Mucker & Yard Wellington Boots Warm Lined Fully Knee High Waterproof Wellies with Steel Shank in Black & Moss Green,Fashion/Men/Shoes/Boots,"['Fashion/Men/Shoes/Work & Utility Footwear/Industrial & Construction/Wellingtons', 'Fashion/Men/Shoes/Boots', 'Fashion/Men/Shoes/Work & Utility Footwear/Industrial & Construction/Boots', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Equestrian Boots/Mucker & Yard Boots', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Hunting Boots']"
Bruno Marc Men's Dress Loafer Shoes Monk Strap Slip On Loafers,Fashion/Men/Shoes/Monk Shoes,"['Fashion/Men/Shoes/Loafers & Moccasins', 'Fashion/Men/Shoes/Monk Shoes', 'Fashion/Men/Shoes/Clogs & Mules', 'Fashion/Men/Shoes/Lace-ups', 'Fashion/Men/Shoes/Boots']"
SOOOEC LED T-Shirt Sound Activated Equalizer T Shirt Light Up for Halloween EDM Party Hip Hop Cosplay Concert Costume Birthday DJ Gift Black,Fashion/Novelty & Special Use Clothing/Band T-Shirts & Music Fan Apparel/Shirts,"['Fashion/Novelty & Special Use Clothing/Band T-Shirts & Music Fan Apparel/Tops & Tees/T-Shirts', 'Fashion/Men/Clothing/Activewear/Shirts & Tees/T-Shirts', 'Fashion/Men/Clothing/Tops, T-Shirts & Shirts/T-Shirts', 'Fashion/Novelty & Special Use Clothing/Band T-Shirts & Music Fan Apparel/Hoodies', 'Fashion/Novelty & Special Use Clothing/Band T-Shirts & Music Fan Apparel/Shirts']"
Kookaburra Unisex Kc 2.0 Rubber Soled Cricket Shoecricket Shoe,Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Cricket Shoes,"['Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Cricket Shoes', 'Fashion/Women/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Cricket Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Cricket Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Cricket Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Indoor Court Shoes']"
"bamboobies Women's Standard Nursing Easy Access Tank Top, Maternity Clothing for Breastfeeding",Fashion/Women/Clothing/Maternity/Tops & Tees/Vest Tops,"['Fashion/Women/Clothing/Maternity/Tops & Tees/Vest Tops', 'Fashion/Women/Clothing/Maternity/Tops & Tees/T-Shirts', 'Fashion/Women/Clothing/Maternity/Tops & Tees/Long Sleeve Tops', 'Fashion/Women/Clothing/Maternity/Tops & Tees/Blouses & Button-Down Shirts', 'Fashion/Women/Clothing/Tops, T-Shirts & Blouses/Vests']"
Sekonda Classique Men's Mechanical Skeleton Pocket Watch (27GII13),Fashion/Men/Watches/Pocket & Fob Watches,"['Fashion/Men/Watches/Pocket & Fob Watches', 'Fashion/Shoe, Jewellery & Watch Accessories/Watch Accessories/Pocket Watch Chains', 'Fashion/Men/Jewellery/Rings', 'Fashion/Men/Watches/Wrist Watches', ""Fashion/Shoe, Jewellery & Watch Accessories/Watch Accessories/Watch Straps/Men's Watch Straps""]"
Star Wars Women's Tank Top,Fashion/Novelty & Special Use Clothing/Movie & TV Fan Apparel/Tops & Tees/Tank Tops,"['Fashion/Women/Clothing/Tops, T-Shirts & Blouses/Vests', 'Fashion/Novelty & Special Use Clothing/Movie & TV Fan Apparel/Tops & Tees/Tank Tops', 'Fashion/Novelty & Special Use Clothing/Novelty/Tops & Tees/Tank Tops', 'Fashion/Women/Clothing/Tops, T-Shirts & Blouses/T-Shirts', 'Fashion/Women/Clothing/Activewear/Shirts & Tees/Sleeveless Tops']"
